asassn_id,other_ids,atel_tns,ra,dec,discovery_ut,v_g_mag,sdss,dss,vizier,spectroscopic_class,comments,ra_deg,dec_deg
ASASSN-15ap,,-,6:37:47.52,-25:41:20.1,2015-01-11.3,15.75,SDSS,DSS,VIZIER,-,"CV candidate, matches to B=19.6 source, previous CRTS outbursts, V>17.0 on 2015-01-04.19, V=17.0 on 2015-01-08.18, V=16.7 on 2015-01-10.29, V=17.6 on 2015-01-12.17",99.44800000000001,-25.688916666666668
ASASSN-15ao,,-,6:48:25.2,-57:44:40.9,2015-01-10.28,16.69,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=21.3 source, possible CRTS outbursts, V>16.7 on 2015-01-04.19, V=17.0 on 2015-01-08.18, V=16.7 on 2015-01-10.29, V=17.6 on 2015-01-12.17.",102.10499999999999,-57.74469444444445
ASASSN-15an,,-,6:35:15.41,-62:40:3,2015-01-10.17,16.08,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=21.7 source and GALEX, possible outburst in CRTS, V>16.7 on 2015-01-07.18, V=16.1 on 2015-01-10.18, V=16.9 on 2015-01-12.16.",98.81420833333334,-62.6675
ASASSN-15al,,ATEL,4:57:49.76,-21:35:37,2015-01-10.33,17.09,SDSS,DSS,VIZIER,Type Ia SN,"SN candidate, plausible host galaxy with unknown redshift, confirmed, z=0.03",74.45733333333334,-21.59361111111111
ASASSN-15ak,,ATEL,0:12:1.57,26:23:37.2,2015-01-9.23,15.17,SDSS,DSS,VIZIER,Type Ia,"confirmed Type Ia SN, z=0.015034",3.0065416666666667,26.393666666666665
,PSN J12543553-1234186,-,12:54:35.37,-12:34:19.7,2015-01-9.55,15.92,SDSS,DSS,VIZIER,-,"known Type Ia SN, discovered 2015/01/05.123",193.64737499999998,-12.572138888888889
ASASSN-15am,,-,5:44:29.44,57:25:21.5,2015-01-9.38,14.57,SDSS,DSS,VIZIER,-,"CV candidate, but matches to a red B=16.3 object, also GALEX match, previous outbursts in ASAS-SN data, V=15.2 on 2014-12-26.39, V=15.0 on 2014-12-29.33, V=14.1 on 2015-01-08.37, V=13.9 on 2015-01-09.38, V=14.1 on 2015-01-10.44",86.12266666666667,57.42263888888888
ASASSN-15aj,,ATEL,10:52:53.18,-32:55:32.7,2015-01-1.26,16.67,SDSS,DSS,VIZIER,-,"SN candidate, z=0.01092",163.22158333333334,-32.92575
ASASSN-15ai,,-,14:30:46.11,-12:12:55.2,2015-01-7.34,13.27,SDSS,DSS,VIZIER,-,"Very bright CV candidate, Matches to B=20.8 source, possible CRTS outburst, V>16.1 on 2015-01-03.36, V=12.6 on 2015-01-04.35, V=13.2 on 2015-01-07.34",217.692125,-12.215333333333332
ASASSN-15ah,,-,5:0:29.95,-32:7:35.7,2015-01-7.22,13.65,SDSS,DSS,VIZIER,-,"Bright CV candidate, No USNO detection, possibly GCS J=21.8, no CRTS detections, V>15.5 on 2015-01-03.17, V=13.69 on 2015-01-07.23, V=13.55 on 2015-01-07.25",75.12479166666667,-32.126583333333336
ASASSN-15ag,,-,12:54:52.45,-46:25:37.9,2015-01-7.3,15.25,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=19.7 source and GALEX, previous outbursts in CRTS, V>16.5 on 2015-01-04.31, V=15.1 on 2015-01-07.30",193.71854166666665,-46.42719444444444
ASASSN-15af,,-,1:57:54.91,-54:30:38,2015-01-7.05,14.77,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=16.9 source and GALEX, previous outbursts in CRTS, V>17.0 on 2015-01-01.08, V=14.8 on 2015-01-07.05",29.478791666666666,-54.510555555555555
ASASSN-15uz,,-,8:57:39.39,-69:13:12.1,2015-01-2.21,16.19,SDSS,DSS,VIZIER,-,"CV candidate, previous outburst in ASAS-SN data, , B=19.0 match, also X-ray match, V>17.0 on 015-12-27.32, V=16.3 on 2016-01-01.17, V=15.6 on 2016-01-03.26",134.414125,-69.22002777777777
ASASSN-15ab,,ATEL,14:3:6.36,-38:28:29.9,2015-01-2.35,16.53,SDSS,DSS,VIZIER,-,"SN candidate, z=0.0178",210.7765,-38.47497222222223
ASASSN-15ac,,-,9:18:51.15,-29:58:30.3,2015-01-1.24,15.98,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, V>17.0 on 2014-12-29.2, V=15.4 on 2014-12-31.22, V=15.6 on 2015-01-01.24, V=15.9 on 2015-01-02.23",139.713125,-29.97508333333333
ASASSN-15ae,,ATEL,15:51:5.9,34:25:55.5,2015-01-1.62,17,SDSS,DSS,VIZIER,-,"SN candidate, z=0.031238",237.77458333333334,34.43208333333333
ASASSN-15aa,,-,10:49:25.91,-21:47:35.9,2015-01-1.27,14.02,SDSS,DSS,VIZIER,-,"CV candidate, matches to a relatively red g=16.8 SDSS source, but a GALEX match as well, previous outbursts in ASAS-SN and CRTS data, it seems there are spectra of this source in the ESO archive",162.35795833333333,-21.793305555555555
ASASSN-14na,,-,5:45:14.63,-58:22:15.3,2014-12-31.16,15.89,SDSS,DSS,VIZIER,-,"CV candidate, matches to B=19.5 star, also a GALEX match and X-ray m,atch, previous outbursts in CRTS data, V>17.5 on 2014-12-29.16, V=15.9 on 2014-12-31.16",86.31095833333333,-58.370916666666666
ASASSN-14my,,ATEL,11:38:29.9,-8:58:35.6,2014-12-30.54,16.42,SDSS,DSS,VIZIER,-,"SN candidate, z=0.020514",174.62458333333333,-8.976555555555557
ASASSN-14mu,,ATEL,9:26:17.28,45:29:25.7,2014-12-29.39,16.46,SDSS,DSS,VIZIER,-,"SN candidate, z=0.027249",141.572,45.49047222222222
ASASSN-14mv,,-,7:13:27.25,20:55:52,2014-12-29.32,13,SDSS,DSS,VIZIER,-,"bright CV candidate, matches to B=17.5 source, one previous outburst in CRTS data, V>17.2 on 2014-12-26.43, V=12.9 on 2014-12-29.32",108.36354166666666,20.93111111111111
,TCP J01342239+3042118,-,1:34:22.28,30:42:12.5,2014-12-29.29,16.46,SDSS,DSS,VIZIER,-,"known nova candidate in M33, discovered 2014-12-27.54, V=16.4 on 2014-12-29.28",23.59283333333333,30.70347222222222
ASASSN-15ad,,ATEL,6:23:44.94,-16:5:47.8,2014-12-25.19,16.78,SDSS,DSS,VIZIER,-,"SN candidate, host galaxy with unknown redshift",95.93725,-16.09661111111111
,BZB J0424+0036,ATEL,4:24:46.85,0:36:6.2,2014-12-29.36,15.21,SDSS,DSS,VIZIER,-,outburst of a known blazar,66.19520833333334,0.6017222222222222
ASASSN-14mw,,ATEL,1:41:25.13,-65:37:1.1,2014-12-29.08,16.8,SDSS,DSS,VIZIER,-,"SN candidate, offset from the likely host galaxy, z=0.027406",25.354708333333335,-65.61697222222222
ASASSN-14mt,,-,5:44:46.99,-28:20:14.8,2014-12-28.17,16.62,SDSS,DSS,VIZIER,-,"CV candidate, matches to B=20.0 source, many outbursts in CRTS data, V>17.0 on 2014-12-25.17, V=16.4 on 2014-12-28.17",86.19579166666666,-28.337444444444444
,PSN J03281419+3801111,-,3:28:14.26,38:1:10.3,2014-12-27.34,16.88,SDSS,DSS,VIZIER,-,"SN candidate, discovered 2014/12/20.146",52.05941666666667,38.019527777777775
ASASSN-14mx,,-,5:0:2.81,2:16:51.9,2014-12-27.36,16.51,SDSS,DSS,VIZIER,-,"CV candidate, matches to B=21.6 source, V>17.5 on 2014-12-26.36, V=16.4 on 2014-12-27.36, V=16.6 on 2014-12-29.22",75.01170833333333,2.281083333333333
ASASSN-14mp,,-,13:59:43.61,-47:50:10.1,2014-12-26.33,14.89,SDSS,DSS,VIZIER,-,"bright CV candidate caught early, previous outbursts in CRTS data, also X-ray source, V>16.6 on 2014-12-25.33, V=14.7 on 2014-12-26.33",209.93170833333332,-47.83613888888889
ASASSN-14mq,,-,13:2:37.89,-5:7:33.7,2014-12-26.31,14.74,SDSS,DSS,VIZIER,-,"bright CV candidate caught early, dramatic variability in CRTS data, also GALEX match, V>16.8 on 2014-12-25.33, V=14.7 on 2014-12-26.31",195.657875,-5.126027777777777
ASASSN-14ms,,ATEL,13:4:8.68,52:18:46.5,2014-12-26.6,16.45,SDSS,DSS,VIZIER,-,"SN candidate, faint host galaxy with no redshift",196.03616666666667,52.312916666666666
ASASSN-14mo,TCP J16054809+2405338,-,16:5:48.01,24:5:30.6,2014-12-26.65,14.27,SDSS,DSS,VIZIER,-,"known, bright CV candidate, matches to a blue g=19.8 SDSS source, also GALEX and X-ray source, significant variability in CRTS data, possible AM CVn system according to Carter et al. 2013, field was not observed since 2014/09/20 due to seasonal gap, V=14.1 on 2014-12-26.65",241.45004166666666,24.091833333333334
ASASSN-14mn,,-,6:44:41.92,34:47:10.4,2014-12-26.42,16.66,SDSS,DSS,VIZIER,-,"CV candidate, some variability in CRTS data, matches to B=19.2 source, also GALEX match, V>17.5 on 2014-12-22.43, V=16.4 on 2014-12-26.42",101.17466666666667,34.78622222222222
ASASSN-14mr,,-,13:19:8.93,31:58:30.4,2014-12-26.57,16.14,SDSS,DSS,VIZIER,-,"CV candidate, but matches to reddish g=19.9 SDSS source, previous outburst in CRTS data, V>17.2 on 2014-12-17.65, V=16.3 on 2014-12-19.61, V=16.1 on 2014-12-26.57, V=16.6 on 2014-12-27.58, spectroscopy needed",199.78720833333333,31.975111111111108
ASASSN-14mz,,-,8:51:13.98,19:12:21.5,2014-12-24.4,13.47,SDSS,DSS,VIZIER,-,"bright, very large (6 mag) M-dwarf flare",132.80825,19.205972222222222
ASASSN-15ei,,-,10:11:36.59,-74:16:36.9,2014-12-23.26,15.96,SDSS,DSS,VIZIER,-,"CV candidate, No USNO match, V>16.9 on 2015-03-03.18, V=16.3 on 2015-03-04.19, V=15.7 on 2015-03-05.18.",152.90245833333333,-74.27691666666666
ASASSN-14ml,,-,2:52:48.89,29:3:15.4,2014-12-22.32,16.47,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, V>17.2 on 2014-12-16.32, V=16.6 on 2014-12-21.23, V=16.4 on 2014-12-22.32",43.20370833333333,29.054277777777777
ASASSN-14mi,,-,23:39:40.97,-18:0:4.7,2014-12-22.2,14.88,SDSS,DSS,VIZIER,-,"CV candidate, match to B=20.5 source, also GALEX match, V>17.4 on 2014-12-18.03, V=14.9 on 2014-12-22.20",354.9207083333333,-18.001305555555554
ASASSN-14mj,,-,6:43:35.29,74:10:14.4,2014-12-22.44,14.09,SDSS,DSS,VIZIER,-,"large amplitude, bright CV candidate caught early, faint B=21.3 match, V>17.4 on 2014-12-19.460, V=13.7 on 2014-12-21.45, V=13.9 on 2014-12-22.44",100.89704166666667,74.17066666666668
ASASSN-14mm,,-,5:51:52.55,40:21:18.5,2014-12-22.41,16.61,SDSS,DSS,VIZIER,-,"CV candidate, matches to B=20.5 source, V>17.5 on 2014-12-17.43, V=16.5 on 2014-12-22.41, V=16.7 on 2014-12-26.39",87.96895833333333,40.35513888888889
ASASSN-14mk,,-,6:33:30.89,59:18:46.5,2014-12-21.44,16.22,SDSS,DSS,VIZIER,-,"CV candidate, B=21.8 match, also GALEX match, V>17.5 on 2014-12-18.45, V=16.0 on 2014-12-21.44",98.37870833333334,59.312916666666666
,2014ea (= PSN J10483231+2635179),-,10:48:32.33,26:35:17.3,2014-12-21.49,16.19,SDSS,DSS,VIZIER,-,"known SN candidate, discovered 2014/12/15.50",162.13470833333335,26.58813888888889
ASASSN-14mh,,-,11:27:25.75,-28:22:11.3,2014-12-20.3,15.14,SDSS,DSS,VIZIER,-,"large amplitude, bright CV candidate, matches to B=21.2 blue source, V>17.1 on 2014-12-17.30, V=15.1 on 2014-12-20.30",171.85729166666667,-28.369805555555555
,2014eb (= PSN J09525558+4250511),-,9:52:54.93,42:50:51.1,2014-12-20.64,16.86,SDSS,DSS,VIZIER,-,"known SN, discovered 2014/12/08.473",148.22887500000002,42.84752777777778
ASASSN-14mg,,ATEL,2:53:58.19,-21:38:50.2,2014-12-11.34,16.7,SDSS,DSS,VIZIER,-,"SN candidate, unknown redshift host galaxy",43.49245833333333,-21.647277777777777
ASASSN-14me,,ATEL,1:26:40.07,-57:59:51.2,2014-12-16.08,16.97,SDSS,DSS,VIZIER,SN Type Ia,"confirmed Type Ia, z=0.018, redshift initially unknown",21.666958333333334,-57.99755555555556
ASASSN-14mf,,ATEL,0:4:54.32,-32:26:14.8,2014-12-16.05,16.59,SDSS,DSS,VIZIER,-,"SN candidate, z=0.0311",1.2263333333333333,-32.43744444444444
ASASSN-14md,,-,4:43:45.44,-21:8:33.5,2014-12-15.26,15.71,SDSS,DSS,VIZIER,-,"high amplitude CV candidate caught very early, does not match to any VizieR sources, no apparent CRTS outbursts, >17.5 on 2014-12-13.39, >16.4 on 2014-12-14.40, V=15.7 on 2014-12-15.26, V=16.0 on 2014-12-16.23",70.93933333333334,-21.14263888888889
ASASSN-14mc,,-,4:47:23.27,-36:56:1.8,2014-12-14.16,16.55,SDSS,DSS,VIZIER,-,"high amplitude CV candidate caught on the rise, does not match to any VizieR sources, no apparent CRTS outbursts, >16.49 on 2014-12-13.30, V=16.5 on 2014-12-14.16, V=15.9 on 2014-12-14.30, V=14.3 on 2014-12-15.15",71.84695833333333,-36.93383333333333
ASASSN-14ma,,ATEL,23:55:9.07,10:12:53,2014-12-13.26,17.13,SDSS,DSS,VIZIER,-,SN candidate in unknown redshift galaxy,358.7877916666667,10.214722222222221
ASASSN-14mb,,-,6:50:9.29,34:58:7.6,2014-12-12.46,16.39,SDSS,DSS,VIZIER,-,"CV candidate, Does not match to any VizieR sources, no apparent CRTS outbursts, V>17.2 on 2014-12-10.51, V=16.3 on 2014-12-12.46",102.53870833333333,34.96877777777778
ASASSN-14lw,,ATEL,1:6:49.32,-46:59:0.3,2014-12-12.07,16.51,SDSS,DSS,VIZIER,-,SN candidate in unknown redshift host galaxy,16.7055,-46.98341666666667
ASASSN-14lz,,-,8:8:3.76,34:52:55.7,2014-12-12.49,15.81,SDSS,DSS,VIZIER,-,"CV candidate, Matches to SDSS g=21.5 source and GALEX, no apparent outbursts in CRTS, V>16.0 on 2014-12-07.49, V=15.6 on 2014-12-12.49",122.01566666666666,34.88213888888889
ASASSN-14lv,,ATEL,23:32:6.87,-41:16:10.5,2014-12-12.05,17.22,SDSS,DSS,VIZIER,-,"SN candidate, z=0.049194, furthest SN candidate discovered by ASAS-SN to date",353.02862500000003,-41.26958333333333
ASASSN-14ly,,-,20:0:3.35,65:17:42.5,2014-12-11.19,16.74,SDSS,DSS,VIZIER,-,"Low-amplitude CV candidate, Matches to B=17.1 source and GALEX, V>16.7 on 2014-12-07.21, V=16.6 on 2014-12-11.20",300.01395833333333,65.29513888888889
ASASSN-14lt,,ATEL,3:11:2.49,-13:6:44.4,2014-12-10.37,16.52,SDSS,DSS,VIZIER,-,"SN candidate, z=0.032046",47.760374999999996,-13.112333333333334
ASASSN-14lx,,-,5:23:1.05,70:53:45.3,2014-12-10.52,16.21,SDSS,DSS,VIZIER,-,"CV candidate, Matches to likely B=16.8 source in outburst, V>16.4 on 2014-12-08.41, V=16.1 on 2014-12-10.52",80.75437500000001,70.89591666666668
ASASSN-14lq,,ATEL,22:57:19.41,-20:58:0.7,2014-12-9.22,16.61,SDSS,DSS,VIZIER,-,"SN candidate, z=0.026191, significant offset from the host galaxy",344.330875,-20.96686111111111
ASASSN-14lu,,ATEL,14:10:39.51,-2:40:55.9,2014-12-9.65,,SDSS,DSS,VIZIER,-,"SN candidate, z=0.026995",212.664625,-2.6821944444444443
ASASSN-14lp,,ATEL,12:45:9.1,-0:27:32.4,2014-12-9.61,,SDSS,DSS,VIZIER,-,"bright, nearby SN candidate, z=0.0051; second brightest SN of 2014",191.28791666666666,-0.459
,2QZ J015940.6-281040,-,1:59:40.79,-28:10:39.2,2014-12-8.09,12.73,SDSS,DSS,VIZIER,-,"known CV, V>15.26 on 2014-12-07.10",29.919958333333334,-28.177555555555557
ASASSN-14ls,,-,12:26:17.15,-25:27:4.1,2014-12-8.33,16.02,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=16.7 source and GALEX, variability in CRTS data, V>16.7 on 2014-12.06.34, V=16.1 on 2014-12-08.33",186.57145833333334,-25.451138888888888
ASASSN-14lo,,ATEL,11:51:53.28,18:32:31,2014-12-8.57,16.14,SDSS,DSS,VIZIER,-,"SN candidate, z=0.01993",177.97199999999998,18.541944444444447
ASASSN-14lr,,-,5:27:8.23,65:15:27.1,2014-12-8.41,15.58,SDSS,DSS,VIZIER,-,"CV candidate, Does not match to any VizieR sources, no apparent CRTS outbursts, V>17.0 on 2014-12-02.32, V=16.4 on 2014-12-07.41",81.78429166666668,65.25752777777778
ASASSN-14ll,,-,11:4:39.41,-42:15:51.1,2014-12-1.32,15.73,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=19.1 source, previous CRTS outbursts, V>17.2 on 2014-11-27.32, V=15.6 on 2014-12-01.33",166.16420833333333,-42.26419444444444
ASASSN-14lk,,-,20:9:24.12,-63:26:23.4,2014-12-1.06,13.68,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=19.9 source, V>15.7 on 2014-11-27.02, V=13.6 on 2014-12-01.07",302.35049999999995,-63.43983333333333
ASASSN-14lj,,-,5:31:51.54,0:41:15,2014-11-30.43,16.52,SDSS,DSS,VIZIER,-,"CV candidate caught early, Matches to SDSS g=20.5 source, V>17.7 on 2014-11-28.44, V=16.3 on 2014-11-30.43",82.96475,0.6875
ASASSN-14lm,,-,11:14:49.51,-0:18:55.2,2014-11-30.58,15.2,SDSS,DSS,VIZIER,-,"High-amplitude CV candidate caught early, Matches to SDSS g=22.6 source and GALEX, V>17.2 on 2014-11-28.59, V=15.1 on 2014-11-30.58",168.70629166666666,-0.3153333333333333
ASASSN-14lf,,-,5:48:11.64,-18:14:50.1,2014-11-30.44,16.07,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=20.3 source, no apparent CRTS outbursts, V>16.9 on 2014-11-28.45, V=16.4 on 2014-11-30.52",87.04849999999999,-18.24725
ASASSN-15pc,,-,1:51:37.53,45:39:18.2,2014-11-30.34,16.12,SDSS,DSS,VIZIER,-,"CV candidate, Matches to USNO B=18.6 source, V>17.8 on 2015-08-21.52, V=16.1 on 2015-08-28.49, V=16.1 on 2015-08-31.41, V=16.6 on 2015-09-04.59.",27.906375,45.655055555555556
ASASSN-14le,,-,21:43:21.66,73:41:12,2014-11-30.21,16.29,SDSS,DSS,VIZIER,-,"CV candidate, Matches to SDSS g=23.0 source, not in CRTS, V>17.6 on 2014-11-27.22, V=16.4 on 2014-11-29.30",325.84024999999997,73.68666666666667
ASASSN-14lg,,-,9:59:8.59,81:53:36.6,2014-11-29.45,16.29,SDSS,DSS,VIZIER,-,"CV candidate, Matches to SDSS g=16.7 source and GALEX, not in CRTS, V>17.0 on 2014-11-27.57, V=16.3 on 2014-11-29.46",149.78579166666665,81.8935
ASASSN-14ky,,ATEL,5:23:16,-63:7:29.2,2014-11-29.2,16.26,SDSS,DSS,VIZIER,-,"SN candidate at z=0.025421, could also be a CV, see ATel 6768 for details; it faded quickly, so most likely a CV outburst",80.81666666666666,-63.12477777777778
ASASSN-14ld,,-,7:13:55.57,-47:0:36,2014-11-29.22,16.32,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=19.6 source, previous CRTS outbursts, V>16.1 on 2014-11-27.14, V=16.1 on 2014-11-29.22",108.48154166666666,-47.01
ASASSN-14lc,,ATEL,12:2:29.56,24:12:12.4,2014-11-28.6,15.09,SDSS,DSS,VIZIER,-,Very strong M-dwarf flare (~9 mag),180.62316666666666,24.203444444444443
ASASSN-14lb,,-,23:50:15.73,33:21:3.5,2014-11-28.28,16.05,SDSS,DSS,VIZIER,-,"High-amplitude CV candidate, Matches to SDSS g=21.5 source, possible CRTS outbursts, V>17.7 on 2014-11-25.29, V=15.9 on 2014-11-28.28.",357.56554166666666,33.350972222222225
ASASSN-14lh,,-,5:5:46.56,-2:28:2.7,2014-11-28.29,15.02,SDSS,DSS,VIZIER,-,Outbursting object. Has low-amplitude variability in CRTS.,76.444,-2.467416666666667
ASASSN-14la,,-,7:40:12.88,16:59:11,2014-11-27.5,16.86,SDSS,DSS,VIZIER,-,"High-amplitude CV candidate, Matches to SDSS g=23.1 source, possible CRTS outburst, V>17.5 on 2014-11-25.51, V=16.7 on 2014-11-27.50.",115.05366666666667,16.98638888888889
ASASSN-14kz,,-,6:15:28.59,-28:28:21.4,2014-11-27.11,15.8,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=18.6 source, previous CRTS outbursts, V>17.3 on 2014-11-21.23, V=15.8 on 2014-11-27.12",93.869125,-28.47261111111111
ASASSN-14kx,,-,20:22:6.61,-56:51:0.5,2014-11-24.03,16.37,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=17.8 source, possible previous CRTS outbursts, V>17.3 on 2014-11-18.05, V=16.3 on 2014-11-24.04",305.52754166666665,-56.85013888888889
ASASSN-14ku,,-,23:43:37.96,-58:52:47.7,2014-11-23.08,15.65,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=19.3 source, possible previous CRTS outbursts, V>16.9 on 2014-11-14.09, V=16.8 on 2014-11-18.07",355.90816666666666,-58.87991666666667
ASASSN-14kq,,ATEL,23:45:15.5,-29:47:1.1,2014-11-23.07,16.97,SDSS,DSS,VIZIER,-,"SN candidate, z=0.0336",356.3145833333333,-29.78363888888889
ASASSN-14kt,,-,4:9:45.63,22:29:34.1,2014-11-23.41,16.71,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=18.4 source, previous CRTS outbursts, V>17.6 on 2014-11-17.39, V=16.7 on 2014-11-18.42",62.440125,22.492805555555556
ASASSN-14kr,,ATEL,12:54:13.29,-7:38:58.3,2014-11-23.64,-5.49,SDSS,DSS,VIZIER,Type Ia,"Type Ia supernova, see ATel 6766 for details",193.555375,-7.649527777777777
ASASSN-14kw,,-,0:32:34.14,-62:38:11.8,2014-11-23.08,16.22,SDSS,DSS,VIZIER,-,"Low-amplitude CV candidate, Matches to B=16.8 source, previous CRTS outbursts, V>17.6 on 2014-11-18.08, V=16.3 on 2014-11-23.09",8.142249999999999,-62.63661111111111
ASASSN-14kp,,ATEL,0:39:52.61,-38:3:52.9,2014-11-15.17,17.1,SDSS,DSS,VIZIER,-,SN candidate in a dwarf galaxy with unknown redshift,9.969208333333334,-38.06469444444444
ASASSN-14li,,ATEL,12:48:15.2,17:46:26.6,2014-11-22.63,16.51,SDSS,DSS,VIZIER,-,"TDE candidate, z=0.0206, see ATel 6777 for details",192.06333333333333,17.774055555555556
ASASSN-14kv,,-,6:10:36.08,41:44:45.4,2014-11-21.47,17.1,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=19.1 source, not in CRTS, V>17.8 on 2014-11-19.48, V=16.8 on 2014-11-21.48",92.65033333333334,41.74594444444445
ASASSN-14ks,,-,6:57:54.33,-41:7:14.6,2014-11-21.24,15.84,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=19.3 source, no apparent CRTS outbursts, V>17.4 on 2014-11-17.24, V=15.8 on 2014-11-21.25",104.476375,-41.12072222222222
,SN 2014dt,-,12:21:57.56,4:28:18.1,2014-11-20.63,15.27,SDSS,DSS,VIZIER,-,known SN discovered by Koichi Itagaki,185.48983333333334,4.471694444444444
ASASSN-14kn,,-,8:5:53.16,78:44:0.3,2014-11-20.54,15.58,SDSS,DSS,VIZIER,-,"CV-like outburst caught on the rise, but matches to a red source with B-R~2.0, J-K=0.8, V>17.0 on 2014-11-19.53, V=16.0 on 2014-11-20.48, V=15.5 on 2014-11-20.53, V=13.9 on 2014-11-21.54, no CRTS data, no previous variability in ASAS-SN data since January 2012",121.4715,78.73341666666667
,2014eg (= PESSTO ESO 154-G10),-,2:45:9.14,-55:44:18.6,2014-11-19.13,16.04,SDSS,DSS,VIZIER,-,"known SN candidate, discovered 2014/11/16.3 by PESSTO, getting brighter",41.28808333333333,-55.7385
ASASSN-14km,,-,9:51:19.77,-24:9:46.4,2014-11-19.28,16.28,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=18.8 source and GALEX, previous outbursts in CRTS data, V>16.3 on 2014-11-11.32, V=16.2 on 2014-11-12.30",147.83237499999998,-24.162888888888887
,CY UMa,-,10:56:57.01,49:41:17.9,2014-11-19.59,13.38,SDSS,DSS,VIZIER,-,"known CV, V>17.0 on 2014-11-17.60, V=16.4 on 2014-11-18.61, V=13.2 on 2014-11-19.59",164.2375416666667,49.68830555555555
ASASSN-14kl,,-,21:37:21.85,29:59:55.3,2014-11-18.24,15.84,SDSS,DSS,VIZIER,-,"CV candidate, no match in Vizier, V>17.5 on 2014-11-12.21, V=15.7 on 2014-11-18.23, V=15.8 on 2014-11-19.19",324.3410416666667,29.998694444444446
ASASSN-14kg,,ATEL,1:44:38.34,35:48:17,2014-11-17.36,16.53,SDSS,DSS,VIZIER,-,"SN candidate, z=0.014477",26.159750000000003,35.80472222222222
ASASSN-14kj,,-,8:2:34.35,-0:9:39.2,2014-11-17.47,15.1,SDSS,DSS,VIZIER,-,"CV candidate, Matches to SDSS g=18.4 source and GALEX, previous CRTS outburst, V>17.1 on 2014-11-15.22, V=14.9 on 2014-11-17.47.",120.64312500000001,-0.1608888888888889
ASASSN-14ki,,-,23:23:58.89,-36:38:34.4,2014-11-17.08,13.48,SDSS,DSS,VIZIER,-,"Bright CV candidate, Matches to B=19.9 source and GALEX, previous outburst in CRTS, V>17.1 on 2014-11-14.08, V=13.5 on 2014-11-17.08",350.99537499999997,-36.64288888888889
,MASTER OT J120451.50+265946.6,-,12:4:51.48,26:59:47.6,2014-11-17.62,15.62,SDSS,DSS,VIZIER,-,"known SN, discovered 2014/10/28.875 by MASTER",181.21450000000002,26.996555555555556
,PSN J04561965-1548027,-,4:56:19.72,-15:48:3.9,2014-11-17.42,16.54,SDSS,DSS,VIZIER,-,"known SN candidate, discovered 2014/11/14.746 by Koichi Itagak",74.08216666666668,-15.801083333333334
ASASSN-14kh,,-,20:11:55.51,-77:52:2.9,2014-11-17.04,15.7,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=16.3 source and GALEX, not in CRTS, V>16.3 on 2014-10-12.06, V=15.7 on 2014-11-17.04. Spectrum in Edinburgh-Cape survey",302.98129166666666,-77.86747222222222
ASASSN-14ko,,ATEL,5:25:17.94,-46:0:18.4,2014-11-13.21,16.95,SDSS,DSS,VIZIER,-,"SN candidate, z=0.042489",81.32475000000001,-46.00511111111111
ASASSN-14kf,,-,5:13:6.54,-26:19:52.6,2014-11-13.2,15.56,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=20.3 source, no CRTS outbursts, V>16.6 on 2014-11-09.22, V=15.55 on 2014-11-13.21",78.27725,-26.33127777777778
ASASSN-14kd,,ATEL,22:53:25.07,4:47:57.5,2014-11-12.28,16.69,SDSS,DSS,VIZIER,SN Type Ia,"Confirmed Type Ia SN, z=0.026",343.35445833333335,4.799305555555556
ASASSN-14ke,,-,2:19:8.29,11:7:46,2014-11-12.39,15.58,SDSS,DSS,VIZIER,-,Strong M-dwarf flare (~6 mag),34.78454166666667,11.129444444444445
ASASSN-14kc,,-,6:53:11.76,-67:36:42.4,2014-11-12.23,14.87,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=16.2 source and GALEX, previous outbursts in CRTS data, V>16.8 on 2014-11-11.23, V=14.9 on 2014-11-12.23, V=14.4 on 2014-11-12.26, V=13.7 on 2014-11-13.23, V=14.0 on 2014-11-14.22",103.29899999999999,-67.61177777777777
