asassn_id,other_ids,atel_tns,ra,dec,discovery_ut,v_g_mag,sdss,dss,vizier,spectroscopic_class,comments,ra_deg,dec_deg
ASASSN-15ee,,-,6:36:17.42,-31:14:43.9,2015-03-2.08,12.75,SDSS,DSS,VIZIER,-,"Bright CV candidate, Matches to USNO B=19.9, V>17.2 on 2015-02-25.13, V=12.6 on 2015-03-02.08.",99.07258333333333,-31.245527777777777
ASASSN-15ed,,ATEL,16:48:25.2,50:59:32.3,2015-03-1.58,17.12,SDSS,DSS,VIZIER,-,"SN candidate, redshift unknown",252.10500000000002,50.992305555555554
ASASSN-15ef,,-,16:49:40.54,-17:50:6.6,2015-02-28.33,16.68,SDSS,DSS,VIZIER,-,"CV candidate, Matches to USNO B=21.2 source, V>17.6 on 2015-02-27.33, V=16.5 on 2015-02-28.33, V=17.0 on 2015-03-02.32.",252.41891666666666,-17.835166666666666
ASASSN-15ec,,-,7:31:58.41,-4:50:51,2015-02-26.33,15.73,SDSS,DSS,VIZIER,-,"CV candidate, Matches to USNO B=16.6 source, V>16.4 on 2015-02-24.22, V=15.5 on 2015-02-26.34, V=15.5 on 2015-02-27.35.",112.993375,-4.8475
ASASSN-15eb,,ATEL,8:6:7.3,-22:33:48.8,2015-02-26.33,16.08,SDSS,DSS,VIZIER,-,"SN candidate, z=0.016481",121.53041666666667,-22.563555555555556
ASASSN-15ea,,-,18:50:50.72,40:44:6.5,2015-02-25.61,16.23,SDSS,DSS,VIZIER,-,"CV candidate, Matches to SDSS g=18.1 source, previous outburst in CRTS, V>17.5 on 2015-02-15.66, V=16.1 on 2015-02-25.62.",282.7113333333333,40.73513888888889
ASASSN-15dv,,-,6:28:5.06,-34:26:4.7,2015-02-25.11,16.92,SDSS,DSS,VIZIER,-,"Bright CV candidate, Matches to B=19.2 source and GALEX, previous outburst in CRTS, V>17.8 on 2015-02-22.14, V=14.9 on 2015-02-25.12. Note: has bad calibration.",97.02108333333334,-34.434638888888884
ASASSN-15dy,,-,2:16:50.61,-47:52:56.2,2015-02-25.02,15.83,SDSS,DSS,VIZIER,-,"CV candidate, Matches to USNO B=21.1 source and XMM-Newton X-ray source, V>16.5 on 2015-02-19.02, V=15.8 on 2015-02-25.02, V=14.8 on 2015-02-26.02, V=15.0 on 2015-02-27.02.",34.210875,-47.88227777777778
,PSN_J12350637+3114354,-,12:35:6.32,31:14:36.9,2015-02-24.38,16.76,SDSS,DSS,VIZIER,-,"known SN, discovered 2015-02-16.72",188.77633333333335,31.243583333333333
ASASSN-15dx,,-,7:41:21.09,31:38:24.1,2015-02-24.35,16.41,SDSS,DSS,VIZIER,-,"CV candidate, No USNO or SDSS match, V>17.6 on 2015-02-23.30, V=16.3 on 2015-02-24.35.",115.337875,31.640027777777778
ASASSN-15dw,,-,11:28:42.86,-16:28:12.4,2015-02-24.51,15.09,SDSS,DSS,VIZIER,-,"Bright CV candidate, Matches to B=15.3 source and GALEX, previous outbursts in CRTS, V>17.4 on 2015-02-23.52, V=15.1 on 2015-02-24.51, V=14.9 on 2015-02-25.40, V=15.3 on 2015-02-26.19.",172.17858333333334,-16.47011111111111
,PSN_J13522411+3941286,-,13:52:24.17,39:41:29.2,2015-02-23.48,16.82,SDSS,DSS,VIZIER,-,"known SN, discovered 2015/01/09.897",208.10070833333333,39.69144444444444
ASASSN-15du,,-,12:50:48.71,-81:2:56,2015-02-22.21,16.63,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=20.0 source and GALEX, V>17.3 on 2015-02-18.22, V=16.5 on 2015-02-22.21, V=16.5 on 2015-02-24.22.",192.70295833333333,-81.04888888888888
ASASSN-15ds,,-,8:56:40.17,-4:4:39.2,2015-02-22.16,15.97,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=18.2 source and GALEX, previous outbursts in CRTS, V>17.3 on 2015-02-19.16, V=16.0 on 2015-02-22.16, V=16.5 on 2015-02-23.15",134.167375,-4.077555555555556
ASASSN-15dr,,-,11:5:49.24,-42:57:30.6,2015-02-22.35,14.98,SDSS,DSS,VIZIER,-,"CV candidate, No USNO match, V>17.5 on 2015-02-19.20, V=14.9 on 2015-02-22.36.",166.45516666666668,-42.9585
ASASSN-15dq,,-,9:46:6.94,-0:56:1.2,2015-02-22.16,14.46,SDSS,DSS,VIZIER,-,"Bright CV candidate, Matches to SDSS g=20.4 source, no apparent CRTS outbursts, V>17.4 on 2015-02-18.46, V=14.5 on 2015-02-22.17",146.5289166666667,-0.9336666666666666
ASASSN-15dp,,-,4:49:32.27,36:5:14.3,2015-02-22.28,14.31,SDSS,DSS,VIZIER,-,"Bright CV candidate, No USNO match. V>17.1 on 2015-02-17.30, V=14.1 on 2015-02-22.29.",72.38445833333333,36.08730555555556
ASASSN-15dz,,ATEL,16:41:20.71,8:54:29.9,2015-02-20.58,17.13,SDSS,DSS,VIZIER,-,"SN candidate, z=0.032216",250.33629166666668,8.908305555555556
,PSN_J07285387+3349106,-,7:28:53.72,33:49:8.5,2015-02-18.36,16.76,SDSS,DSS,VIZIER,-,known SN discovered 2015/02/13.338,112.22383333333333,33.819027777777784
,PSN_J13471211-2422171,-,13:47:12.17,-24:22:15.5,2015-02-18.27,16.1,SDSS,DSS,VIZIER,-,known SN discovered 2015/02/12.520,206.80070833333332,-24.37097222222222
,PSN_J14021678+5426205,-,14:2:16.82,54:26:18.7,2015-02-18.52,17.02,SDSS,DSS,VIZIER,-,"known PSN in M101, not an actual supernova",210.57008333333334,54.43852777777777
,PSN J14095513+1731556,-,14:9:55.18,17:31:53.9,2015-02-18.53,17.02,SDSS,DSS,VIZIER,-,known SN discovered 2015/02/14.440,212.47991666666667,17.53163888888889
ASASSN-15dn,,-,10:37:4.97,-22:42:12.3,2015-02-17.2,16.75,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=19.5 source and GALEX, previous outbursts in CRTS, V>16.7 on 2015-02-15.20, V=16.7 on 2015-02-17.20, V=17.2 on 2015-02-18.45",159.27070833333335,-22.703416666666666
ASASSN-15dm,,-,13:29:49.27,-23:19:50.4,2015-02-17.54,16.95,SDSS,DSS,VIZIER,-,"CV Candidate, Matches to B=18.5 source, dramatic outbursts in CRTS, V>17.1 on 2015-02-16.29, V=16.9 on 2015-02-17.54.",202.45529166666665,-23.330666666666666
ASASSN-15dt,,-,8:9:44.57,-80:37:7.3,2015-02-17.14,16.32,SDSS,DSS,VIZIER,-,"Low-amplitude CV candidate, Matches to USNO B=20.9 source, V>17.3 on 2015-02-14.15, V=16.2 on 2015-02-17.15, V=16.7 on 2015-02-21.08, V=16.6 on 2015-02-22.16.",122.43570833333334,-80.61869444444444
ASASSN-15de,,ATEL,11:28:49.51,29:54:51,2015-02-17.4,16.97,SDSS,DSS,VIZIER,Type Ia SN,"SN candidate at z=0.051720, now confirmed Type Ia",172.2062916666667,29.914166666666667
ASASSN-15dc,,ATEL,15:1:30.8,-0:32:22.5,2015-02-16.54,,SDSS,DSS,VIZIER,Type Ia SN,"SN candidate at z=0.041605, now confirmed Typa Ia",225.37833333333333,-0.5395833333333333
ASASSN-15dl,,-,16:22:0.39,-22:41:17,2015-02-16.34,15.83,SDSS,DSS,VIZIER,-,"CV Candidate, Matches to B=17.4 X-ray source, frequent outbursts in CRTS, V>16.4 on 2015-02-09.36, V=15.7 on 2015-02-16.34, V>17.8 on 2015-02-17.63.",245.50162500000002,-22.688055555555557
ASASSN-15dk,,-,7:50:40.12,6:59:1.4,2015-02-16.36,15.54,SDSS,DSS,VIZIER,-,"CV candidate, Matches to SDSS g=18.2 source, possibly variable CRTS light curve, V>16.8 on 2015-02-07.46, V=15.5 on 2015-02-16.36.",117.66716666666666,6.983722222222222
ASASSN-15cy,,-,8:11:50.56,-12:27:50.7,2015-02-16.38,14.8,SDSS,DSS,VIZIER,-,"Bright CV candidate, No USNO match, V>16.8 on 2015-01-30.40, V=14.6 on 2015-02-16.39",122.96066666666667,-12.464083333333333
ASASSN-15db,,ATEL,15:46:58.65,17:53:2.2,2015-02-15.58,15.39,SDSS,DSS,VIZIER,-,"bright SN candidate, z=0.010998",236.74437500000002,17.883944444444445
ASASSN-15df,,ATEL,10:35:29.75,34:34:22.2,2015-02-15.45,17.34,SDSS,DSS,VIZIER,Type Ia SN,"SN candidate at z=0.03631, now confirmed Type Ia",158.87395833333335,34.572833333333335
,S4 1849+67,ATEL,18:49:16.16,67:5:40.6,2015-02-15.64,16.51,SDSS,DSS,VIZIER,-,strong flare from a known blazar,282.31733333333335,67.0946111111111
ASASSN-15dd,,ATEL,15:43:58.89,19:12:41.6,2015-02-15.58,17.33,SDSS,DSS,VIZIER,Type Ia SN,"SN candidate at z=0.024374, now confirmed Type Ia",235.995375,19.211555555555556
ASASSN-15dj,,-,13:0:45.04,-33:14:7.2,2015-02-14.17,15.27,SDSS,DSS,VIZIER,-,"CV Candidate, Matches to B=17.5 source, frequent outbursts in CRTS, V>16.6 on 2015-02-09.28, V=15.2 on 2015-02-14.18, V>17.5 on 2015-02-16.26.",195.18766666666667,-33.23533333333334
ASASSN-15cz,,ATEL,11:35:24.54,57:39:0.5,2015-02-12.47,17.38,SDSS,DSS,VIZIER,Type Ia SN,"SN candidate, z=0.028767; confirmed Type Ia SN",173.85225000000003,57.65013888888889
ASASSN-15di,,-,13:14:14.71,-8:33:22.5,2015-02-12.45,16.48,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=16.4 source, no apparent CRTS outbursts, V>16.2 on 2015-02-05.28, V=16.5 on 2015-02-12.45, V>17.3 on 2015-02-15.26.",198.56129166666665,-8.55625
ASASSN-15dh,,-,4:59:55.35,77:11:17.4,2015-02-12.32,15.31,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=20.8 source and GALEX, V>17.5 on 2015-02-11.33, V=15.2 on 2015-02-12.27, V=15.4 on 2015-02-12.32, V=15.9 on 2015-02-13.32, V>17.6 on 2015-02-17.29.",74.980625,77.18816666666667
,PSN J10544216-2104138,-,10:54:42.18,-21:4:12.7,2015-02-12.21,16.81,SDSS,DSS,VIZIER,-,"known SN, discovered 2015/02/10.545",163.67575,-21.070194444444443
ASASSN-15da,,ATEL,5:23:51.72,-24:42:4.5,2015-02-12.15,17.05,SDSS,DSS,VIZIER,Type Ia SN,"SN candidate, confirmed Typa Ia at z=0.048",80.9655,-24.701249999999998
ASASSN-15dg,,-,6:27:20.49,-75:13:33.9,2015-02-12.09,16.28,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=20.2 source, possible previous CRTS outbursts, V>17.0 on 2015-02-09.11, V=16.2 on 2015-02-10.21, V=16.6 on 2015-02-13.10, V=17.1 on 2015-02-14.15, V<17.1 on 2015-02-15.16.",96.835375,-75.22608333333334
ASASSN-15cw,,-,8:8:18.98,0:58:59.6,2015-02-11.38,16.15,SDSS,DSS,VIZIER,-,"CV candidate, Matches to SDSS g=18.5 source and GALEX, interesting CRTS light curve, V>17.1 on 2015-02-07.49, V=16.0 on 2015-02-11.38.",122.07908333333333,0.9832222222222222
ASASSN-15cv,,-,4:47:34.79,67:57:28.4,2015-02-8.32,15.33,SDSS,DSS,VIZIER,-,"High-amplitude CV candidate, Matches to R=21.1 source, possible previous CRTS outbursts, V>15.8 on 2015-02-07.33, V=15.0 on 2015-02-08.29, V=15.2 on 2015-02-08.32.",71.89495833333332,67.95788888888889
ASASSN-15cu,,-,6:24:29.69,0:21:5.1,2015-02-8.23,15.79,SDSS,DSS,VIZIER,-,"CV candidate, Matches to SDSS g=19.2 source, V>17.3 on 2015-01-26.36, V=15.6 on 2015-02-08.24",96.12370833333333,0.35141666666666665
ASASSN-15ct,,-,11:57:16.08,-44:26:36.2,2015-02-8.27,15.91,SDSS,DSS,VIZIER,-,"CV Candidate, Matches to B=19.3 source, previous outburst in CRTS, V>15.9 on 2015-02-04.25, V=15.8 on 2015-02-08.27",179.317,-44.44338888888888
ASASSN-15cs,,-,8:7:28.43,-21:1:35.3,2015-02-8.32,15.27,SDSS,DSS,VIZIER,-,"CV candidate, Matches to USNO B=17.6 source and ROSAT, V>16.8 on 2015-01-29.41, V=15.0 on 2015-02-08.34",121.86845833333335,-21.02647222222222
ASASSN-15cq,,ATEL,13:23:48.47,43:17:57.1,2015-02-8.56,16.03,SDSS,DSS,VIZIER,Type Ia SN,SN candidate at z=0.027276; confirmed as Type Ia SN,200.95195833333332,43.299194444444446
ASASSN-15cp,,-,13:53:56.97,-43:56:27.3,2015-02-5.3,16.17,SDSS,DSS,VIZIER,-,"CV Candidate, Matches to B=19.3 source, previous outbursts in CRTS, V>16.7 on 2015-02-03.37, V=15.9 on 2015-02-04.30",208.487375,-43.940916666666666
,SDSS J140037.99+572341.3,-,14:0:37.85,57:23:41.5,2015-02-2.55,15.7,SDSS,DSS,VIZIER,-,"known CV, not in outburst on 2015/01/30",210.15770833333335,57.39486111111111
ASASSN-15co,,-,6:36:21.43,-3:51:47.9,bc094--0,15.62,SDSS,DSS,VIZIER,-,"CV candidate, Matches to USNO B=20.2 source and ROSAT, V>17.2 on 2015-01-27.36, V=15.4 on 2015-02-02.36",99.08929166666667,-3.8633055555555558
ASASSN-15cl,,-,7:39:51.45,-15:40:50.6,2015-02-1.28,13.87,SDSS,DSS,VIZIER,-,"Bright CV candidate, Matches to USNO B=19.5, V>16.6 on 2015-01-29.29, V=14.8 on 2015-01-31.29, V=13.9 on 2015-02-01.43",114.964375,-15.680722222222222
ASASSN-15cm,,-,17:31:2.28,34:26:33.3,2015-01-31.64,15.97,SDSS,DSS,VIZIER,-,"CV candidate, Matches to SDSS g=19.1 source and GALEX with SDSS spectrum, previous CRTS outbursts, V>17.6 on 2015-01-28.66, V=15.8 on 2015-01-31.64",262.7595,34.44258333333333
ASASSN-15cn,,-,5:39:53.63,-27:55:46.1,2015-01-28.13,15.44,SDSS,DSS,VIZIER,-,"CV candidate, No USNO match, V>17.1 on 2015-01-25.04, V=15.3 on 2015-01-28.11, V=16.5 on 2015-02-02.10, V=15.7 on 2015-02-05.11",84.97345833333334,-27.929472222222223
ASASSN-15ci,,-,4:5:42.03,-71:32:25.2,2015-01-28.08,15.85,SDSS,DSS,VIZIER,-,"CV candidate, matches to USNO B=20.7 source and GALEX match, no previous outbursts in CRTS data, V>16.4 on 2015-01-25.09, V=16.1 on 2015-01-27.09, V=15.9 on 2015-01-28.09",61.425125,-71.54033333333334
ASASSN-15ck,,-,7:29:29.57,-22:45:49.2,2015-01-27.29,15.4,SDSS,DSS,VIZIER,-,"CV candidate, Matches to USNO B=17.1 source, V>17.8 on 2015-01-25.40, V=15.6 on 2015-01-26.31",112.37320833333334,-22.763666666666666
ASASSN-15ch,,-,5:32:36.57,-50:13:4.9,2015-01-27.12,15.19,SDSS,DSS,VIZIER,-,"CV candidate, Only GALEX match, V>17.7 on 2015-01-23.12, V=15.2 on 2015-01-27.12.",83.15237499999999,-50.21802777777778
ASASSN-15cg,,-,5:15:47.01,-61:9:36.4,2015-01-27.08,15.69,SDSS,DSS,VIZIER,-,"CV candidate, matches to USNO B=19.3 source and GALEX match, no previous outbursts in CRTS data, V>17.2 on 2015-01-25.11, V=15.6 on 2015-01-27.08, V=15.43 on 2015-01-28",78.945875,-61.16011111111111
ASASSN-15cd,,ATEL,9:59:14.75,12:59:20.5,2015-01-26.46,16.9,SDSS,DSS,VIZIER,Type Ia SN,"SN candidate, z=0.034352, now confirmed Type Ia SN",149.81145833333332,12.989027777777777
ASASSN-15cj,CSS110401:130208-174642,-,13:2:7.88,-17:46:41.2,2015-01-26.29,16.03,SDSS,DSS,VIZIER,-,"already known CV, Matches to B=19.8 source, previous outburst in CRTS, V>18.0 on 2015-01-21.58, V=16.1 on 2015-01-25.57",195.53283333333331,-17.77811111111111
ASASSN-15cf,,-,13:54:14.08,-43:36:3.1,2015-01-25.31,16.52,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=19.9 source, no apparent CRTS outbursts, V>17.5 on 2015-01-23.31, V=16.4 on 2015-01-25-31, V=15.8 on 2015-01-27.31",208.55866666666668,-43.600861111111115
ASASSN-15ce,,-,18:5:47.82,47:20:24.5,2015-01-25.67,16.38,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=20.4 source, previous outburst in CRTS, V>17.6 on 2015-01-22.66, V=16.3 on 2015-01-25.67",271.44925,47.340138888888895
ASASSN-15cc,,-,6:13:45.04,0:14:8.2,2015-01-25.36,14.74,SDSS,DSS,VIZIER,-,"Bright CV candidate, Matches to SDSS g=20.2 source, V>17.3 on 2015-01-24.38, V=14.5 on 2015-01-25.37",93.43766666666667,0.2356111111111111
ASASSN-15ca,,-,15:17:15.28,-39:6:14.8,2015-01-25.33,14.35,SDSS,DSS,VIZIER,-,"large amplitude, bright CV candidate, only one j=21.8 match in Vizier, V>16.9 on 2015-01-23.338, V=14.2 on 2015-01-25.32",229.31366666666665,-39.10411111111111
ASASSN-15bz,PNV J17500288+2022264,-,17:50:2.85,20:22:24.2,2015-01-24.65,13.66,SDSS,DSS,VIZIER,-,"known, bright CV candidate, matches to B=20.4 and GALEX, V>16.5 on 2015-01-19.66, V=13.6 on 2015-01-24.65",267.51187500000003,20.37338888888889
ASASSN-15bn,,ATEL,15:55:35.06,66:43:20,2015-01-23.63,16.83,SDSS,DSS,VIZIER,-,"SN candidate, unkown redshift host galaxy",238.8960833333333,66.72222222222223
ASASSN-15bp,,ATEL,12:12:40.41,4:16:56.2,2015-01-23.52,11.81,SDSS,DSS,VIZIER,-,"Very bright, large amplitude CV candidate, matches to blue SDSS g=20.6 source, also GALEX match, no previous outbursts in CRTS data, but there is significant variability, V>17.2 on 2015-01-20.52, V=11.9 on 2015-01-23.52",183.16837499999997,4.282277777777778
ASASSN-15by,,-,8:20:22.07,-12:29:7.6,2015-01-23.5,15.52,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=19.4 source and GALEX, previous outbursts in CRTS, V>17.7 on 2015-01-20.43, V=15.3 on 2015-01-23.50",125.09195833333335,-12.485444444444443
ASASSN-15bx,,-,1:10:22.24,47:19:53.3,2015-01-23.23,16.99,SDSS,DSS,VIZIER,-,"CV candidate, Matches to SDSS g=22.0 source, V>17.3 on 2015-01-20.24, V=16.6 on 2015-01-21.21, V=16.8 on 2015-01-23.24",17.59266666666667,47.331472222222224
ASASSN-15qx,,-,3:15:38.79,62:33:13.6,2015-01-22.28,16.97,SDSS,DSS,VIZIER,-,"CV candidate, previous outburst in ASAS-SN data, matches to B=19.5 andalso H=alpha source, V=16.8 on 2015-10-03.42, V=16.7 on 2015-10-08.5",48.911625,62.553777777777775
ASASSN-15bo,,ATEL,14:44:55.56,24:34:43.6,2015-01-22.58,17.1,SDSS,DSS,VIZIER,-,"SN candidate, unknown redshift host galaxy",221.2315,24.578777777777777
ASASSN-15bw,,-,14:23:43,-26:45:56.8,2015-01-22.3,16.09,SDSS,DSS,VIZIER,-,"CV candidate, No USNO match, V>17.3 on 2015-01-17.31, V=16.0 on 2015-01-22.30, V=16.2 on 2015-01-23.33",215.92916666666665,-26.765777777777778
ASASSN-15bm,,ATEL,15:5:51.5,-5:37:39.4,2015-01-22.35,16.87,SDSS,DSS,VIZIER,-,"SN candidate, unknown redshift host galaxy",226.46458333333334,-5.627611111111111
ASASSN-15bv,,-,6:25:1.57,-2:47:59.5,2015-01-22.39,15.63,SDSS,DSS,VIZIER,-,"CV candidate, Matches to USNO B=19.8 source, V>17.5 on 2015-01-17.38, V=15.5 on 2015-01-20.37",96.25654166666666,-2.799861111111111
ASASSN-15bu,,-,2:54:43.68,22:44:2.7,2015-01-22.27,15.86,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=17.2 source and GALEX, possible eclipses in CRTS, V>17.5 on 2015-01-20.28, V=15.8 on 2015-01-22.28",43.682,22.734083333333334
ASASSN-15bt,,-,5:54:48.24,60:44:2.2,2015-01-22.24,16.77,SDSS,DSS,VIZIER,-,"CV candidate, Matches to USNO B=20.5 source, V>17.3 on 2015-01-17.36, V=17.0 on 2015-01-20.35, V=16.72 on 2015-01-22.24",88.70100000000001,60.73394444444445
ASASSN-15bs,,-,13:26:10.89,-16:6:8.4,2015-01-22.59,16.22,SDSS,DSS,VIZIER,-,"CV candidate, Matches to USNO B=21.8 source, V>17.6 on 2015-01-18.31, V=16.1 on 2015-01-20.60, V=16.44 on 2015-01-23.57",201.54537499999998,-16.102333333333334
ASASSN-15br,,-,17:45:27.18,40:38:40,2015-01-22.66,15.94,SDSS,DSS,VIZIER,-,"CV candidate, Only GALEX match, V>16.3 on 2015-01-16.67, V=15.8 on 2015-01-22.66.",266.36325,40.644444444444446
ASASSN-15bq,,-,7:18:3.39,64:47:43.5,2015-01-22.43,15.06,SDSS,DSS,VIZIER,-,"Bright CV candidate, Matches to SDSS g=18.7 source and GALEX, no previous CRTS outbursts, V>17.7 on 2015-01-20.42, V=14.9 on 2015-01-22.43",109.514125,64.79541666666667
ASASSN-15cb,,ATEL,12:39:50.39,3:47:52.4,2015-01-21.54,16.8,SDSS,DSS,VIZIER,-,"SN candidate, z=0.040038",189.95995833333333,3.7978888888888886
ASASSN-15bj,,-,6:8:51.01,-35:55:25.2,2015-01-21.14,16.44,SDSS,DSS,VIZIER,-,"CV candidate, matches to B=20.6 source, previous CRTS outbursts, V>17.3 on 2015-01-18-14, V=16.5 on 2015-01-21.14",92.21254166666668,-35.92366666666666
ASASSN-15bi,,-,15:32:14.52,-29:46:34.2,2015-01-21.35,14.37,SDSS,DSS,VIZIER,-,"Bright CV candidate, Matches to B=18.2 source, V>17.3 on 2015-01-18.36, V=15.1 on 2015-20-36.37, V=14.3 on 2015-01-21.36",233.06050000000002,-29.776166666666665
,PKS0736+0,ATEL,7:39:18.08,1:37:5,2015-01-20.4,15.77,SDSS,DSS,VIZIER,-,strong flare from a known blazar,114.82533333333333,1.6180555555555556
ASASSN-15bg,,-,1:27:54.33,-58:17:16.9,2015-01-20.04,15.58,SDSS,DSS,VIZIER,-,"CV candidate, Matches to likely B=19.9 source in outburst, V>17.3 on 2015-01-15.06, V=15.6 on 2015-01-20-05",21.976375,-58.28802777777778
ASASSN-15bf,,ATEL,4:38:41.01,-41:37:25.8,2015-01-19.12,17.29,SDSS,DSS,VIZIER,Type Ia SN,"SN candidate, z=0.048527; confirmed, Type Ia",69.670875,-41.62383333333334
ASASSN-15bk,,ATEL,15:44:12.8,11:16:15.2,2015-01-19.61,17.21,SDSS,DSS,VIZIER,-,"SN candidate, z=0.034277",236.0533333333333,11.270888888888889
ASASSN-15be,,ATEL,2:52:46.39,-34:18:52.5,2015-01-19.06,16.31,SDSS,DSS,VIZIER,-,"SN candidate, z=0.0219",43.19329166666667,-34.31458333333333
ASASSN-15bl,,-,11:1:46.62,-34:11:23.6,2015-01-18.25,16.79,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=19.9 source, no apparent CRTS outbursts, V>17.7 on 2015-01-15.26, V=17.4 on 2015-01-16.25, V=16.6 on 2015-01-18.26",165.44425,-34.18988888888889
ASASSN-15bh,,-,1:51:50.63,20:54:55.5,2015-01-17.26,16.96,SDSS,DSS,VIZIER,-,"Low-amplitude CV candidate, Matches to SDSS g=17.3 source, previous CRTS outbursts, V>17.5 on 2015-01-15.26, V=17.0 on 2015-01-17.26, V>17.4 on 2015-01-20.26",27.960958333333334,20.915416666666665
ASASSN-15bd,,ATEL,15:54:38.26,16:36:37.6,2015-01-17.62,16.7,SDSS,DSS,VIZIER,-,"SN candidate, dwarf host galaxy at z=0.007946",238.65941666666666,16.610444444444447
ASASSN-15bb,,ATEL,13:1:6.24,-36:36:0,2015-01-16.26,16.8,SDSS,DSS,VIZIER,-,"SN candidate, z=0.01587",195.276,-36.6
ASASSN-15bc,,ATEL,4:6:14.39,-8:52:59.7,2015-01-16.31,16.91,SDSS,DSS,VIZIER,-,"SN candidate, z=0.036715",61.55995833333333,-8.88325
,PSN J06574303+1334457,-,6:57:42.93,13:34:45.2,2015-01-15.5,16.88,SDSS,DSS,VIZIER,-,"known SN, discovered 2015/01/12.276",104.428875,13.579222222222223
ASASSN-15ba,,ATEL,14:4:55.14,8:55:13.4,2015-01-15.63,16.6,SDSS,DSS,VIZIER,-,"SN candidate, z=0.023132",211.22975,8.920388888888889
ASASSN-15ax,,-,17:30:25.94,45:16:46.9,2015-01-15.66,14.01,SDSS,DSS,VIZIER,-,"Bright CV candidate caught early, Matches to SDSS g=21.5 source, no previous CRTS outbursts, V>17.1 on 2015-01-13.66, V=14.0 on 2015-01-15.66",262.6080833333333,45.279694444444445
ASASSN-15aw,,-,1:57:46.34,51:10:24.6,2015-01-15.26,15.87,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=20.4 source and GALEX, V>17.1 on 2014-12-30.28, V=15.8 on 2015-01-15.26, V=15.7 on 2015-01-16.32.",29.44308333333333,51.1735
,B2 1633+38,ATEL,16:35:15.47,38:8:4.4,2015-01-14.63,14.86,SDSS,DSS,VIZIER,-,strong flare from a known blazar,248.81445833333333,38.13455555555556
ASASSN-15av,,-,5:29:12.75,2:23:25.4,2015-01-14.35,15.95,SDSS,DSS,VIZIER,-,"CV candidate, Matches to SDSS g=20.5 source, previous CRTS outbursts, V>18.1 on 2015-01-10.36, V=15.6 on 2015-01-12.20, V=15.8 on 2015-01-14.35",82.30312500000001,2.390388888888889
,PSN_J09411555+3553174,-,9:41:15.45,35:53:17.2,2015-01-14.49,16.73,SDSS,DSS,VIZIER,-,"known SN, discovered 2015/01/09.636",145.314375,35.88811111111111
ASASSN-15az,,ATEL,11:8:37.62,-10:14:57.4,2015-01-14.46,16.58,SDSS,DSS,VIZIER,Type Ia SN,"SN candidate, z=0.028323; ASAS-SN 100th supernova; confirmed as Type Ia",167.15675,-10.249277777777777
ASASSN-15ar,,ATEL,2:28:20.36,10:23:4.8,2015-01-13.28,17.1,SDSS,DSS,VIZIER,-,"SN candidate, z=0.028820",37.084833333333336,10.384666666666666
ASASSN-15as,,ATEL,9:39:16.54,6:25:48.5,2015-01-13.44,16.33,SDSS,DSS,VIZIER,Typa Ia SN,"SN candidate, unknown z galaxy; confirmed as Typa Ia SN",144.81891666666667,6.430138888888889
ASASSN-15au,,-,7:44:8.57,15:39:10.1,2015-01-13.41,15.47,SDSS,DSS,VIZIER,-,"CV candidate, Matches to SDSS g=17.8 source and GALEX, previous CRTS outbursts, V>16.5 on 2015-01-12.52, V=15.3 on 2015-01-13.41, V=16.2 on 2015-01-14.41",116.03570833333333,15.652805555555556
ASASSN-15at,,-,4:56:1.96,4:41:18,2015-01-13.34,15.99,SDSS,DSS,VIZIER,-,"CV candidate, Matches to R=19.6 source, possible previous CRTS outbursts, V>17.4 on 2015-01-09.35, V=16.7 on 2015-01-10.35, V=16.0 on 2015-01-13.35, V=16.0 on 2015-01-14.37",74.00816666666667,4.6883333333333335
ASASSN-15aq,,-,0:42:14.29,-56:9:19.5,2015-01-13.04,14.14,SDSS,DSS,VIZIER,-,"CV candidate, Matches to B=18.7 source, possible previous CRTS outbursts, V>17.3 on 2015-01-08.05, V=14.2 on 2015-01-13.05.",10.559541666666666,-56.15541666666667
ASASSN-16bj,,-,11:44:1.39,-80:35:34.5,2015-01-11.32,16.52,SDSS,DSS,VIZIER,-,"CV candidate, matches to USNO B=17.2, V>17.5 on 2016-02-01.19, V=16.8 on 2016-02-02.25, V=16.4 on 2016-02-03.15, V=16.7 on 2016-02-04.32, V>17.2 on 2016-02-05.24, V=16.8 on 2016-02-06.29, V=17.1 on 2016-02-07.29.",176.00579166666665,-80.59291666666667
