event,field,star_no,ra_j2000,ra_deg,dec_j2000,dec_deg,tmax_hjd,tmax_ut,tau,umin,amax,dmag,fbl,ibl,i0
2000-BUL-75,BUL_SC23,455191,17:57:57.16,269.48816667,-31:16:43.2,-31.27866667,2451862.095,2000-11-13.60,47.318,,3.471,1.351,,,18.176
2002-BLG-001,BLG100.1,99276,17:51:16.16,267.81733333,-30:12:31.4,-30.20872222,2452380.62,2002-04-16.12,64.771,0.376,2.797,1.117,0.422,15.702,16.638
2002-BLG-002,BLG100.7,89459,17:50:45.43,267.68929167,-30:04:13.9,-30.07052778,2452283.283,2002-01-08.78,49.107,0.328,3.170,1.253,1.0,17.692,17.692
2002-BLG-003,BLG101.2,102165,17:54:25.85,268.60770833,-29:54:27.5,-29.90763889,2452437.894,2002-06-12.39,74.898,0.728,1.633,0.533,1.0,18.812,18.812
2002-BLG-004,BLG101.2,140563,17:53:55.77,268.482375,-29:53:32.0,-29.89222222,2452294.69,2002-01-20.19,102.431,0.411,2.582,1.030,0.267,15.99,17.424
2002-BLG-005,BLG102.1,139786,17:57:10.20,269.2925,-29:43:41.8,-29.72827778,2452354.766,2002-03-21.27,30.081,0.791,1.543,0.471,1.0,18.576,18.576
2002-BLG-006,BLG102.3,62416,17:56:29.86,269.12441667,-29:26:27.5,-29.44097222,2452389.973,2002-04-25.47,51.621,0.634,1.806,0.642,1.0,18.542,18.542
2002-BLG-007,BLG102.6,120704,17:55:06.22,268.77591667,-29:24:13.0,-29.40361111,2452344.618,2002-03-11.12,14.445,0.614,1.851,0.669,1.0,16.878,16.878
2002-BLG-008,BLG103.7,137239,17:55:21.59,268.83995833,-30:06:58.6,-30.11627778,2452400.37,2002-05-05.87,53.18,0.224,4.546,1.644,0.185,14.911,16.745
2002-BLG-009,BLG104.4,163761,18:00:05.71,270.02379167,-29:17:10.4,-29.28622222,2452382.874,2002-04-18.37,20.109,0.776,1.563,0.485,1.0,17.513,17.513
2002-BLG-010,BLG117.6,34088,17:49:10.73,267.29470833,-35:20:54.6,-35.3485,2452338.405,2002-03-04.91,30.495,0.49,2.219,0.865,1.0,18.817,18.817
2002-BLG-011,BLG119.2,111860,17:55:30.87,268.878625,-35:25:09.1,-35.41919444,2452403.26,2002-05-08.76,34.56,0.579,1.938,0.719,1.0,18.193,18.193
2002-BLG-012,BLG121.1,138054,17:47:33.40,266.88916667,-34:57:35.0,-34.95972222,2452345.448,2002-03-11.95,17.402,0.516,2.127,0.819,1.0,18.774,18.774
2002-BLG-013,BLG121.3,47949,17:47:00.45,266.751875,-34:43:50.1,-34.73058333,2452346.462,2002-03-12.96,135.783,0.127,7.937,2.249,0.341,18.573,19.741
2002-BLG-014,BLG121.7,125104,17:45:47.15,266.44645833,-34:49:16.3,-34.82119444,2452344.711,2002-03-11.21,23.095,0.143,7.059,2.122,1.0,18.518,18.518
2002-BLG-015,BLG129.3,13466,17:44:19.21,266.08004167,-34:11:12.5,-34.18680556,2452382.752,2002-04-18.25,10.2,0.269,3.817,1.454,1.0,18.705,18.705
2002-BLG-016,BLG130.8,34483,17:45:13.34,266.30558333,-34:26:01.4,-34.43372222,2452343.333,2002-03-09.83,22.956,0.092,10.850,2.589,1.0,16.239,16.239
2002-BLG-017,BLG134.2,47621,17:58:08.62,269.53591667,-34:18:21.7,-34.30602778,2452385.678,2002-04-21.18,14.975,0.435,2.461,0.978,1.0,19.123,19.123
2002-BLG-018,BLG135.4,51406,18:01:08.82,270.28675,-33:59:24.1,-33.99002778,2452572.497,2002-10-25.00,26.127,0.523,2.104,0.807,1.0,18.043,18.043
2002-BLG-019,BLG139.5,56392,17:47:37.69,266.90704167,-33:23:38.1,-33.39391667,2452317.615,2002-02-12.12,35.453,0.772,1.568,0.488,1.0,16.615,16.615
2002-BLG-020,BLG140.5,40014,17:49:32.11,267.38379167,-33:24:39.0,-33.41083333,2452375.919,2002-04-11.42,20.821,0.736,1.621,0.524,1.0,19.022,19.022
2002-BLG-021,BLG141.4,74864,17:54:15.04,268.56266667,-33:22:39.2,-33.37755556,2452321.449,2002-02-15.95,106.368,0.142,7.105,2.129,0.386,17.153,18.186
2002-BLG-022,BLG142.2,126607,17:56:42.06,269.17525,-33:38:08.3,-33.63563889,2452358.806,2002-03-25.31,28.094,0.383,2.752,1.099,1.0,18.95,18.95
2002-BLG-023,BLG143.6,78023,17:57:46.49,269.44370833,-33:31:11.9,-33.51997222,2452415.592,2002-05-21.09,,,,,1.0,18.753,18.753
2002-BLG-024,BLG144.2,72198,18:02:51.62,270.71508333,-33:39:59.7,-33.66658333,2452369.647,2002-04-05.15,27.585,0.153,6.614,2.051,1.0,19.129,19.129
2002-BLG-025,BLG147.8,108453,17:48:58.09,267.24204167,-33:13:10.3,-33.21952778,2452377.395,2002-04-12.89,73.509,0.044,22.514,3.381,0.091,18.857,21.455
2002-BLG-026,BLG149.3,11532,17:55:37.05,268.904375,-33:00:51.6,-33.01433333,2452380.314,2002-04-15.81,21.508,0.159,6.364,2.009,1.0,18.246,18.246
2002-BLG-027,BLG149.6,28387,17:54:47.75,268.69895833,-33:01:14.3,-33.02063889,2452358.557,2002-03-25.06,10.615,0.288,3.574,1.383,1.0,17.297,17.297
2002-BLG-028,BLG152.2,77232,18:04:16.89,271.070375,-33:04:28.4,-33.07455556,2452395.367,2002-04-30.87,65.895,0.056,17.915,3.133,0.439,19.152,20.046
2002-BLG-029,BLG155.7,44920,17:51:11.71,267.79879167,-32:31:54.2,-32.53172222,2452419.983,2002-05-25.48,69.37,0.323,3.220,1.270,1.0,19.414,19.414
2002-BLG-030,BLG155.7,56341,17:51:36.78,267.90325,-32:30:40.8,-32.51133333,2452377.287,2002-04-12.79,32.374,0.384,2.749,1.098,1.0,18.364,18.364
2002-BLG-031,BLG160.8,29302,18:04:38.76,271.1615,-32:41:52.0,-32.69777778,2452372.517,2002-04-08.02,11.042,0.666,1.740,0.602,1.0,18.188,18.188
2002-BLG-032,BLG164.5,39061,17:54:03.98,268.51658333,-31:37:20.7,-31.62241667,2452295.041,2002-01-20.54,44.57,0.51,2.148,0.830,1.0,17.383,17.383
2002-BLG-033,BLG166.8,142283,18:00:43.68,270.182,-32:00:30.9,-32.00858333,2452408.684,2002-05-14.18,21.513,0.538,2.054,0.782,1.0,15.596,15.596
2002-BLG-034,BLG167.6,92572,18:03:08.18,270.78408333,-31:44:11.5,-31.73652778,2452340.164,2002-03-06.66,32.219,1.06,1.302,0.286,1.0,16.041,16.041
2002-BLG-035,BLG171.5,19993,17:52:03.40,268.01416667,-31:04:48.6,-31.08016667,2452371.553,2002-04-07.05,53.877,0.0,804169,14.763,0.162,18.639,20.616
2002-BLG-036,BLG175.1,92328,18:03:43.12,270.92966667,-31:28:21.4,-31.47261111,2452903.159,2003-09-20.66,1.938,1.184,1.236,0.230,1.0,18.646,18.646
2002-BLG-037,BLG176.2,85967,18:06:27.92,271.61633333,-31:18:59.0,-31.31638889,2452400.956,2002-05-06.46,86.165,0.424,2.516,1.002,1.0,17.619,17.619
2002-BLG-038,BLG185.1,908,18:06:09.85,271.54104167,-30:57:09.6,-30.95266667,2452361.343,2002-03-27.84,12.287,0.638,1.797,0.636,1.0,18.353,18.353
2002-BLG-039,BLG194.2,77008,17:51:40.83,267.920125,-29:28:04.0,-29.46777778,2452384.793,2002-04-20.29,16.2,1.227,1.217,0.214,1.0,15.99,15.99
2002-BLG-040,BLG194.4,37170,17:51:37.09,267.90454167,-29:11:38.4,-29.194,2452377.188,2002-04-12.69,15.441,1.146,1.254,0.246,1.0,15.398,15.398
2002-BLG-041,BLG195.3,53992,17:53:55.20,268.48,-29:10:21.5,-29.17263889,2452373.344,2002-04-08.84,44.619,0.502,2.177,0.844,1.0,17.433,17.433
2002-BLG-042,BLG195.5,24031,17:53:10.31,268.29295833,-29:03:16.2,-29.0545,2452382.552,2002-04-18.05,56.293,0.21,4.842,1.713,0.121,16.855,19.146
2002-BLG-043,BLG197.2,75734,18:08:23.45,272.09770833,-29:34:30.9,-29.57525,2452371.926,2002-04-07.43,11.793,0.46,2.343,0.925,1.0,17.063,17.063
2002-BLG-044,BLG197.3,120067,18:07:27.95,271.86645833,-29:20:45.6,-29.346,2452370.803,2002-04-06.30,17.011,0.078,12.915,2.778,1.0,16.398,16.398
2002-BLG-045,BLG197.5,73017,18:06:51.35,271.71395833,-29:16:43.5,-29.27875,2452359.95,2002-03-26.45,24.99,0.236,4.318,1.588,1.0,18.731,18.731
2002-BLG-046,BLG198.1,57589,18:10:36.07,272.65029167,-29:42:24.5,-29.70680556,2452381.046,2002-04-16.55,37.676,0.459,2.348,0.927,1.0,19.24,19.24
2002-BLG-047,BLG198.4,95051,18:10:42.04,272.67516667,-29:14:03.6,-29.23433333,2452403.185,2002-05-08.69,75.588,0.141,7.140,2.134,0.462,17.446,18.284
2002-BLG-048,BLG198.7,35666,18:08:23.46,272.09775,-29:34:30.9,-29.57525,2452372.131,2002-04-07.63,11.958,0.456,2.362,0.933,1.0,17.038,17.038
2002-BLG-049,BLG205.3,71520,17:58:08.10,269.53375,-28:48:52.8,-28.81466667,2452302.783,2002-01-28.28,48.224,1.249,1.209,0.206,1.0,15.353,15.353
2002-BLG-050,BLG205.5,98410,17:56:35.05,269.14604167,-28:38:18.1,-28.63836111,2452379.61,2002-04-15.11,18.152,0.559,1.992,0.748,1.0,14.214,14.214
2002-BLG-051,BLG205.7,43480,17:56:16.99,269.07079167,-28:59:56.8,-28.99911111,2452383.864,2002-04-19.36,,,,,1.0,17.79,17.79
2002-BLG-052,BLG220.1,125760,18:13:53.28,273.472,-28:28:06.9,-28.46858333,2452366.631,2002-04-02.13,13.35,0.071,14.054,2.870,1.0,19.016,19.016
2002-BLG-053,BLG225.4,89230,18:05:38.69,271.41120833,-27:44:39.4,-27.74427778,2452387.095,2002-04-22.59,50.53,0.722,1.642,0.538,1.0,18.404,18.404
2002-BLG-054,BLG226.3,88387,18:07:14.93,271.81220833,-27:35:42.3,-27.59508333,2452381.146,2002-04-16.65,38.381,0.116,8.693,2.348,1.0,19.171,19.171
2002-BLG-055,BLG232.7,126569,17:59:40.93,269.92054167,-27:07:18.2,-27.12172222,2452406.323,2002-05-11.82,55.049,0.457,2.358,0.931,1.0,16.748,16.748
2002-BLG-056,BLG232.8,72163,17:59:56.15,269.98395833,-27:21:05.9,-27.35163889,2452383.529,2002-04-19.03,20.575,0.022,45.834,4.153,1.0,19.66,19.66
2002-BLG-057,BLG251.3,77585,18:11:22.13,272.84220833,-25:50:49.9,-25.84719444,2452349.609,2002-03-16.11,84.057,0.0,23327,10.920,0.163,18.7,20.669
2002-BLG-058,BLG252.3,80040,18:13:58.12,273.49216667,-25:48:51.7,-25.81436111,2452323.12,2002-02-17.62,57.196,0.37,2.836,1.132,1.0,18.882,18.882
2002-BLG-059,BLG254.3,48305,18:19:21.09,274.837875,-25:52:14.7,-25.87075,2452316.015,2002-02-10.52,62.902,0.356,2.942,1.171,1.0,19.393,19.393
2002-BLG-060,BLG258.2,64080,18:11:36.42,272.90175,-25:24:06.1,-25.40169444,2452368.514,2002-04-04.01,14.756,0.26,3.936,1.488,1.0,18.696,18.696
2002-BLG-061,BLG333.2,43073,17:35:55.97,263.98320833,-27:16:01.8,-27.26716667,2452508.126,2002-08-21.63,185.414,0.177,5.703,1.890,0.802,17.36,17.599
2002-BLG-062,BLG333.2,43246,17:35:52.98,263.97075,-27:14:59.8,-27.24994444,2452361.261,2002-03-27.76,15.062,1.048,1.309,0.293,1.0,17.564,17.564
2002-BLG-063,BLG334.1,98187,17:42:30.12,265.6255,-25:09:33.8,-25.15938889,2452359.658,2002-03-26.16,13.564,0.532,2.072,0.791,1.0,18.758,18.758
2002-BLG-064,BLG338.1,13658,17:42:48.56,265.70233333,-22:45:56.0,-22.76555556,2452384.83,2002-04-20.33,44.787,1.256,1.206,0.203,1.0,15.801,15.801
2002-BLG-065,BLG342.4,124229,17:46:35.35,266.64729167,-22:49:18.9,-22.82191667,2452369.405,2002-04-04.91,59.968,0.133,7.548,2.195,0.385,19.014,20.051
2002-BLG-066,BLG343.4,79988,17:49:20.39,267.33495833,-22:51:32.6,-22.85905556,2452362.861,2002-03-29.36,22.702,0.173,5.847,1.917,1.0,19.651,19.651
2002-BLG-067,BLG345.3,42580,17:46:22.60,266.59416667,-23:37:19.5,-23.62208333,2452380.545,2002-04-16.05,34.596,0.075,13.276,2.808,0.596,18.634,19.196
2002-BLG-068,BLG346.6,103053,17:41:57.17,265.48820833,-24:09:45.7,-24.16269444,2452992.983,2003-12-19.48,,,,,1.0,18.254,18.254
2002-BLG-069,BLG350.1,3732,17:48:01.00,267.00416667,-21:16:09.3,-21.26925,2452457.698,2002-07-02.20,102.749,0.045,22.335,3.372,0.891,16.152,16.277
2002-BLG-070,BLG100.6,75130,17:50:20.15,267.58395833,-29:53:33.6,-29.89266667,2452387.644,2002-04-23.14,5.142,0.0,357384,13.883,0.779,15.853,16.124
2002-BLG-071,BLG102.1,133219,17:56:54.10,269.22541667,-29:42:37.8,-29.7105,2452390.735,2002-04-26.23,7.744,0.3,3.444,1.343,1.0,18.805,18.805
2002-BLG-072,BLG102.6,66924,17:55:03.80,268.76583333,-29:28:02.8,-29.46744444,2452391.075,2002-04-26.57,18.108,0.192,5.281,1.807,1.0,19.95,19.95
2002-BLG-073,BLG139.2,16793,17:48:44.03,267.18345833,-33:44:36.8,-33.74355556,2452389.162,2002-04-24.66,2.796,0.727,1.635,0.534,1.0,18.261,18.261
2002-BLG-074,BLG142.1,16013,17:56:53.92,269.22466667,-33:54:15.6,-33.90433333,2452390.404,2002-04-25.90,11.155,0.42,2.533,1.009,1.0,19.548,19.548
2002-BLG-075,BLG147.4,24311,17:50:42.26,267.67608333,-32:50:06.0,-32.835,2452395.367,2002-04-30.87,21.925,0.524,2.101,0.806,1.0,19.069,19.069
2002-BLG-076,BLG205.6,121747,17:55:44.31,268.934625,-28:43:40.3,-28.72786111,2452385.182,2002-04-20.68,14.327,0.34,3.067,1.217,1.0,18.537,18.537
2002-BLG-077,BLG250.1,38559,18:08:50.26,272.20941667,-26:10:56.7,-26.18241667,2452863.814,2003-08-12.31,,,,,1.0,17.308,17.308
2002-BLG-078,BLG266.5,49645,18:16:48.41,274.20170833,-24:31:07.8,-24.51883333,2452376.679,2002-04-12.18,4.078,0.837,1.488,0.432,1.0,18.386,18.386
2002-BLG-079,BLG339.2,71430,17:47:17.26,266.82191667,-22:32:25.0,-22.54027778,2452393.764,2002-04-29.26,37.147,0.346,3.020,1.200,1.0,19.594,19.594
2002-BLG-080,BLG351.3,23850,17:44:21.34,266.08891667,-21:29:15.8,-21.48772222,2452536.318,2002-09-18.82,46.418,0.275,3.734,1.430,1.0,13.968,13.968
2002-BLG-081,BLG351.6,112107,17:43:00.39,265.751625,-21:22:28.0,-21.37444444,2452487.247,2002-07-31.75,4.133,0.35,2.990,1.189,1.0,17.352,17.352
2002-BLG-082,BLG103.7,67875,17:55:52.33,268.96804167,-30:11:59.1,-30.19975,2452410.253,2002-05-15.75,52.396,0.7,1.678,0.562,1.0,18.974,18.974
2002-BLG-083,BLG121.4,39879,17:46:32.04,266.6335,-34:35:28.2,-34.59116667,2452396.502,2002-05-02.00,16.545,0.179,5.648,1.880,1.0,18.816,18.816
2002-BLG-084,BLG134.1,115721,17:57:58.08,269.492,-34:22:25.5,-34.37375,2452392.655,2002-04-28.16,15.853,0.853,1.471,0.419,1.0,18.396,18.396
2002-BLG-085,BLG145.7,18082,18:04:00.52,271.00216667,-33:44:56.3,-33.74897222,2452417.868,2002-05-23.37,17.109,1.007,1.337,0.315,1.0,15.097,15.097
2002-BLG-086,BLG173.6,159819,17:57:13.61,269.30670833,-31:07:29.5,-31.12486111,2452390.203,2002-04-25.70,9.208,0.718,1.648,0.543,1.0,18.862,18.862
2002-BLG-087,BLG174.2,140828,18:01:21.30,270.33875,-31:16:40.9,-31.27802778,2452392.588,2002-04-28.09,23.423,0.647,1.778,0.625,1.0,19.282,19.282
2002-BLG-088,BLG195.2,86065,17:54:42.56,268.67733333,-29:18:58.9,-29.31636111,2452387.494,2002-04-22.99,17.144,0.033,30.756,3.720,1.0,19.204,19.204
2002-BLG-089,BLG199.4,65694,18:13:40.47,273.418625,-29:15:42.4,-29.26177778,2452416.141,2002-05-21.64,47.789,0.803,1.528,0.461,1.0,18.941,18.941
2002-BLG-090,BLG204.2,118859,18:15:37.30,273.90541667,-29:29:05.1,-29.48475,2452388.353,2002-04-23.85,,,,,1.0,20.368,20.368
2002-BLG-091,BLG250.1,134577,18:09:50.20,272.45916667,-26:05:42.6,-26.09516667,2452396.281,2002-05-01.78,12.283,0.646,1.780,0.626,1.0,18.508,18.508
2002-BLG-092,BLG250.8,93792,18:07:24.09,271.850375,-26:05:30.6,-26.09183333,2452399.653,2002-05-05.15,17.479,0.7,1.680,0.563,1.0,17.253,17.253
2002-BLG-093,BLG251.8,104126,18:09:50.20,272.45916667,-26:05:42.7,-26.09519444,2452396.079,2002-05-01.58,12.754,0.662,1.748,0.606,1.0,18.556,18.556
2002-BLG-094,BLG104.6,72745,17:58:32.79,269.636625,-29:23:50.7,-29.39741667,2452402.297,2002-05-07.80,6.937,0.14,7.171,2.139,1.0,14.08,14.08
2002-BLG-095,BLG103.3,87762,17:56:27.78,269.11575,-30:01:08.5,-30.01902778,2452401.149,2002-05-06.65,6.499,0.166,6.097,1.963,1.0,18.125,18.125
2002-BLG-096,BLG105.1,105589,18:02:12.41,270.55170833,-29:40:51.4,-29.68094444,2452402.286,2002-05-07.79,4.513,0.417,2.549,1.016,1.0,17.017,17.017
2002-BLG-097,BLG119.7,58133,17:54:24.61,268.60254167,-35:28:04.1,-35.46780556,2452410.546,2002-05-16.05,13.875,1.1,1.278,0.267,1.0,15.254,15.254
2002-BLG-098,BLG198.6,111276,18:08:32.87,272.13695833,-29:20:55.3,-29.34869444,2452402.591,2002-05-08.09,11.268,0.17,5.941,1.935,1.0,19.661,19.661
2002-BLG-099,BLG339.8,55756,17:46:52.63,266.71929167,-22:44:10.9,-22.73636111,2452412.839,2002-05-18.34,,,,,1.0,18.489,18.489
2002-BLG-100,BLG128.2,53229,18:06:47.90,271.69958333,-34:51:20.5,-34.85569444,2452448.119,2002-06-22.62,59.524,0.041,24.653,3.480,0.411,17.88,18.845
2002-BLG-101,BLG130.7,89208,17:45:27.69,266.365375,-34:15:10.9,-34.25302778,2452417.314,2002-05-22.81,20.157,0.357,2.933,1.168,1.0,19.238,19.238
2002-BLG-102,BLG134.8,65044,17:57:10.94,269.29558333,-34:27:26.9,-34.45747222,2452419.191,2002-05-24.69,23.703,0.444,2.415,0.957,1.0,18.44,18.44
2002-BLG-103,BLG155.2,142333,17:52:40.00,268.16666667,-32:26:12.9,-32.43691667,2452456.915,2002-07-01.42,74.904,0.051,19.803,3.242,0.891,18.691,18.816
2002-BLG-104,BLG157.7,27826,17:57:21.17,269.33820833,-32:33:35.0,-32.55972222,2452397.647,2002-05-03.15,14.288,0.434,2.464,0.979,1.0,19.193,19.193
2002-BLG-105,BLG158.3,61837,18:01:28.34,270.36808333,-32:23:25.5,-32.39041667,2452412.929,2002-05-18.43,13.094,0.182,5.552,1.861,1.0,16.958,16.958
2002-BLG-106,BLG172.4,100385,17:55:39.47,268.91445833,-31:00:30.4,-31.00844444,2452404.262,2002-05-09.76,9.65,0.293,3.522,1.367,1.0,19.34,19.34
2002-BLG-107,BLG172.6,47596,17:54:14.61,268.560875,-31:10:37.1,-31.17697222,2452405.312,2002-05-10.81,15.915,1.025,1.325,0.305,1.0,18.739,18.739
2002-BLG-108,BLG236.5,125585,18:10:00.40,272.50166667,-26:48:42.6,-26.81183333,2452406.955,2002-05-12.46,12.052,0.309,3.352,1.313,1.0,19.86,19.86
2002-BLG-109,BLG342.8,107795,17:46:23.38,266.59741667,-23:18:15.4,-23.30427778,2452397.982,2002-05-03.48,7.004,0.726,1.636,0.534,1.0,18.33,18.33
2002-BLG-110,BLG108.1,71655,17:47:24.63,266.852625,-36:46:02.8,-36.76744444,2452430.647,2002-06-05.15,128.466,0.057,17.719,3.121,0.262,19.275,20.73
2002-BLG-111,BLG148.1,105816,17:53:23.26,268.34691667,-33:13:51.3,-33.23091667,2452406.285,2002-05-11.79,7.595,0.305,3.397,1.328,1.0,19.434,19.434
2002-BLG-112,BLG140.3,4400,17:51:02.25,267.759375,-33:36:37.5,-33.61041667,2452438.361,2002-06-12.86,38.457,0.795,1.538,0.468,1.0,17.035,17.035
2002-BLG-113,BLG173.5,52474,17:56:52.05,269.216875,-31:01:21.2,-31.02255556,2452838.852,2003-07-18.35,1.979,0.583,1.926,0.712,1.0,19.219,19.219
2002-BLG-114,BLG205.6,4467,17:55:57.88,268.99116667,-28:51:01.5,-28.85041667,2452403.829,2002-05-09.33,,,,,1.0,19.656,19.656
2002-BLG-115,BLG206.6,5307,17:58:48.42,269.70175,-28:51:22.7,-28.85630556,2452424.484,2002-05-29.98,21.364,1.528,1.127,0.130,1.0,14.938,14.938
2002-BLG-116,BLG206.8,58552,17:58:54.39,269.726625,-29:08:08.2,-29.13561111,2452416.374,2002-05-21.87,11.312,0.505,2.165,0.839,1.0,17.277,17.277
2002-BLG-117,BLG255.5,80381,18:20:52.07,275.21695833,-25:39:37.1,-25.66030556,2452402.415,2002-05-07.92,6.916,0.304,3.408,1.331,1.0,19.248,19.248
2002-BLG-118,BLG358.5,37798,17:18:32.02,259.63341667,-28:47:48.7,-28.79686111,2452409.753,2002-05-15.25,7.832,1.03,1.321,0.302,1.0,18.857,18.857
2002-BLG-119,BLG138.3,74886,17:46:06.99,266.529125,-33:30:42.9,-33.51191667,2452405.478,2002-05-10.98,,,,,1.0,19.985,19.985
2002-BLG-120,BLG101.5,188573,17:52:21.63,268.090125,-29:33:37.4,-29.56038889,2452410.566,2002-05-16.07,9.008,0.104,9.650,2.461,1.0,19.12,19.12
2002-BLG-121,BLG155.1,97254,17:52:59.91,268.249625,-32:38:57.4,-32.64927778,2452419.324,2002-05-24.82,16.899,0.927,1.399,0.364,1.0,18.264,18.264
2002-BLG-122,BLG171.1,70689,17:54:06.20,268.52583333,-31:28:57.1,-31.48252778,2452412.752,2002-05-18.25,10.675,0.075,13.395,2.817,1.0,20.053,20.053
2002-BLG-123,BLG205.1,74740,17:58:20.15,269.58395833,-29:08:41.0,-29.14472222,2452408.864,2002-05-14.36,3.579,0.508,2.156,0.834,1.0,16.447,16.447
2002-BLG-124,BLG205.4,128138,17:57:23.86,269.34941667,-28:36:54.6,-28.61516667,2452428.539,2002-06-03.04,40.646,0.575,1.949,0.724,1.0,19.105,19.105
2002-BLG-125,BLG363.3,43976,17:13:45.72,258.4405,-29:29:40.4,-29.49455556,2452418.497,2002-05-24.00,39.076,0.048,20.978,3.304,0.109,17.43,19.838
2002-BLG-126,BLG140.7,121213,17:49:56.20,267.48416667,-33:37:53.0,-33.63138889,2452423.297,2002-05-28.80,4.168,0.0,2206.9,8.359,1.0,16.236,16.236
2002-BLG-127,BLG205.4,71993,17:58:17.35,269.57229167,-28:40:52.6,-28.68127778,2452903.241,2003-09-20.74,3.866,0.0,172251,13.090,1.0,17.275,17.275
2002-BLG-128,BLG206.3,63219,18:00:29.30,270.12208333,-28:49:24.0,-28.82333333,2452426.38,2002-05-31.88,19.003,1.143,1.256,0.247,1.0,17.736,17.736
2002-BLG-129,BLG144.4,59655,18:02:21.73,270.59054167,-33:21:27.2,-33.35755556,2452415.623,2002-05-21.12,,,,,1.0,18.533,18.533
2002-BLG-130,BLG104.7,115828,17:58:28.69,269.61954167,-29:32:31.9,-29.54219444,2452432.958,2002-06-07.46,12.314,0.892,1.431,0.389,1.0,16.417,16.417
2002-BLG-131,BLG165.4,86136,17:58:40.68,269.6695,-31:35:48.4,-31.59677778,2452424.578,2002-05-30.08,17.222,0.0,1623072,15.526,1.0,19.852,19.852
2002-BLG-132,BLG191.1,114364,18:07:21.82,271.84091667,-30:14:49.0,-30.24694444,2452425.801,2002-05-31.30,15.583,0.26,3.949,1.491,1.0,19.077,19.077
2002-BLG-133,BLG250.8,94899,18:07:31.55,271.88145833,-26:06:47.8,-26.11327778,2452429.094,2002-06-03.59,8.405,0.81,1.520,0.455,1.0,18.228,18.228
2002-BLG-134,BLG220.1,114924,18:13:33.42,273.38925,-28:27:31.4,-28.45872222,2452436.766,2002-06-11.27,38.854,0.341,3.056,1.213,0.1,15.855,18.351
2002-BLG-135,BLG101.3,220615,17:54:09.93,268.541375,-29:41:51.0,-29.6975,2452440.046,2002-06-14.55,,,,,1.0,17.695,17.695
2002-BLG-136,BLG164.1,112539,17:55:39.32,268.91383333,-32:01:17.5,-32.02152778,2452433.649,2002-06-08.15,18.761,0.325,3.199,1.263,1.0,20.076,20.076
2002-BLG-137,BLG167.2,119538,18:04:24.07,271.10029167,-31:52:20.7,-31.87241667,2452432.438,2002-06-06.94,8.474,1.122,1.267,0.257,1.0,16.963,16.963
2002-BLG-138,BLG205.2,9756,17:57:31.29,269.380375,-29:01:37.4,-29.02705556,2452431.641,2002-06-06.14,10.546,0.129,7.815,2.232,1.0,19.123,19.123
2002-BLG-139,BLG100.7,52434,17:50:35.21,267.64670833,-30:04:48.9,-30.08025,2452435.985,2002-06-10.48,3.961,1.174,1.241,0.234,1.0,16.638,16.638
2002-BLG-140,BLG102.6,208533,17:55:35.35,268.89729167,-29:21:58.3,-29.36619444,2452433.268,2002-06-07.77,11.634,0.088,11.357,2.638,1.0,19.416,19.416
2002-BLG-141,BLG159.5,96036,18:02:39.61,270.66504167,-32:11:12.8,-32.18688889,2452450.111,2002-06-24.61,21.891,0.717,1.650,0.544,1.0,18.148,18.148
2002-BLG-142,BLG236.1,57527,18:11:06.81,272.778375,-27:20:06.7,-27.33519444,2452433.253,2002-06-07.75,8.409,0.231,4.420,1.613,1.0,19.184,19.184
2002-BLG-143,BLG251.6,118303,18:10:26.68,272.61116667,-25:48:20.7,-25.80575,2452446.278,2002-06-20.78,52.756,0.368,2.852,1.138,1.0,19.113,19.113
2002-BLG-144,BLG252.7,13206,18:12:50.07,273.208625,-26:03:54.0,-26.065,2452430.743,2002-06-05.24,12.927,0.661,1.749,0.607,1.0,18.921,18.921
2002-BLG-145,BLG252.7,65440,18:13:32.18,273.38408333,-26:00:22.7,-26.00630556,2452430.871,2002-06-05.37,9.089,0.268,3.827,1.457,1.0,19.331,19.331
2002-BLG-146,BLG357.2,50142,17:25:02.76,261.2615,-26:04:29.1,-26.07475,2452429.007,2002-06-03.51,13.243,0.0,15885,10.502,1.0,19.249,19.249
2002-BLG-147,BLG110.2,93399,17:52:25.66,268.10691667,-36:35:09.0,-36.58583333,2452437.638,2002-06-12.14,32.659,0.101,9.905,2.490,0.575,19.423,20.024
2002-BLG-148,BLG115.7,23501,17:54:38.45,268.66020833,-36:07:13.3,-36.12036111,2452447.764,2002-06-22.26,42.183,0.234,4.353,1.597,0.265,18.042,19.485
2002-BLG-149,BLG117.7,59036,17:48:40.16,267.16733333,-35:28:46.7,-35.47963889,2452487.607,2002-08-01.11,172.925,0.395,2.674,1.068,1.0,18.81,18.81
2002-BLG-150,BLG121.7,303,17:45:04.71,266.269625,-34:56:06.0,-34.935,2452433.304,2002-06-07.80,20.974,0.924,1.402,0.367,1.0,18.021,18.021
2002-BLG-151,BLG126.2,24142,18:01:39.20,270.41333333,-34:55:45.0,-34.92916667,2452437.619,2002-06-12.12,17.904,0.139,7.258,2.152,1.0,19.56,19.56
2002-BLG-152,BLG149.8,49711,17:54:02.21,268.50920833,-33:15:55.0,-33.26527778,2452461.257,2002-07-05.76,156.389,0.266,3.862,1.467,1.0,19.632,19.632
